d	r	c	M	maxR_num	maxR_den	argk	hstar	lam	mu	nu	src
6	6	23	93	48	167	1	1,16,47,27,2,0,0	16,9,4,3,2,1	17,8,2	31,16,5,5,3,2	purged_region\pop_profile_ns.jsonl
5	5	28	89	150	433	1	1,22,50,16,0,0	22,5,4,3,1	13,9,2	32,14,6,4,3	purged_region\pop_profile_ns.jsonl
5	5	13	25	39	229	1	1,7,13,4,0,0	7,7,3,2,1	25,5,4,1	31,10,7,4,3	purged_region\pop_profile_ns.jsonl
6	6	20	47	10	57	1	1,13,25,8,0,0,0	16,13,10,7,4,1	7,4,1	20,14,11,8,5,5	purged_region\pop_profile_ns.jsonl
7	6	26	103	553	2281	1	1,18,55,28,1,0,0,0	12,6,5,4,3,2	12,6,3,3,3,1	22,12,8,7,6,5	purged_region\pop_profile_ns.jsonl
6	5	268	11974	2876	3037	1	1,261,3150,6114,2328,120,0	17,12,7,4,1	10,7,4,1	23,17,12,7,4	purged_region\pop_profile_ns.jsonl
6	5	111	1922	1667	2081	1	1,104,741,888,185,3,0	17,13,10,7,3	13,10,7,4,1	28,22,15,11,9	purged_region\pop_profile_ns.jsonl
5	5	56	316	540	907	1	1,50,177,85,3,0	13,10,7,4,1	16,9,6	27,17,10,7,5	purged_region\pop_profile_ns.jsonl
4	5	15	22	5	28	1	1,10,10,1,0	16,10,5,5,2	9,6,5,1,1	23,15,9,7,6	purged_region\pop_profile_ns.jsonl
6	5	149	3228	2667	3134	1	1,142,1139,1547,389,10,0	27,15,8,5,2	12,8,4,1	35,23,12,7,5	purged_region\pop_profile_ns.jsonl
6	5	224	6442	2540	2791	1	1,217,2099,3221,882,22,0	16,10,7,4,1	19,14,7,4,1	31,23,15,10,4	purged_region\pop_profile_ns.jsonl
5	6	20	45	72	317	1	1,14,24,6,0,0	11,7,4,3,1,1	14,7,7	22,13,11,4,3,2	purged_region\pop_profile_ns.jsonl
7	6	343	28539	76337	80033	1	1,335,5123,13774,8369,937,0,0	18,14,11,8,5,2	14,9,3	28,21,14,9,7,5	purged_region\pop_profile_ns.jsonl
8	6	28	213	1344	4723	1	1,19,86,89,18,0,0,0,0	10,5,5,4,3,1	7,6,4,2,1	16,10,8,6,4,4	purged_region\pop_profile_ns.jsonl
5	5	32	139	234	517	1	1,26,77,34,1,0	12,7,6,2,2	14,8,4,1	24,13,9,6,4	purged_region\pop_profile_ns.jsonl
7	6	134	3835	4419	5435	1	1,126,1125,1879,669,35,0,0	16,13,10,7,4,1	14,8,5	26,21,14,8,5,4	purged_region\pop_profile_ns.jsonl
9	6	12	4	223	38663	2	1,2,1,0,0,0,0,0,0,0	13,9,8,5,2,1	24,6,2,2,1	35,16,9,7,4,2	purged_region\pop_profile_ns.jsonl
7	6	46	527	2181	4289	1	1,38,201,228,57,2,0,0	19,16,10,7,4,1	18,9,4	35,24,14,8,5,2	purged_region\pop_profile_ns.jsonl
3	5	15	21	3	11	1	1,11,9,0	13,10,7,4,1	14,10,7,4,1	27,16,13,11,4	purged_region\pop_profile_ns.jsonl
6	5	64	468	508	873	1	1,57,254,156,0,0,0	14,11,8,5,2	12,9,6,3	25,18,13,8,6	purged_region\pop_profile_ns.jsonl
3	5	21	31	13	45	1	1,17,13,0	16,13,10,7,1	20,13,6	34,24,16,7,5	purged_region\pop_profile_ns.jsonl
3	5	13	14	4	29	1	1,9,4,0	20,12,9,6,3	11,4,1	27,15,9,8,7	purged_region\pop_profile_ns.jsonl
6	5	17	46	50	257	1	1,10,25,10,0,0,0	14,8,7,4,3	12,5,2,1	25,11,9,6,5	purged_region\pop_profile_ns.jsonl
7	6	89	2394	8153	10701	1	1,81,683,1163,441,25,0,0	16,13,10,7,4,1	12,8,2	25,20,12,8,5,3	purged_region\pop_profile_ns.jsonl
6	5	267	11130	8114	8615	1	1,260,3007,5656,2100,106,0	18,13,10,6,3	13,10,7,4,1	28,20,18,12,7	purged_region\pop_profile_ns.jsonl
6	5	168	5198	3981	4420	1	1,161,1573,2593,835,35,0	13,10,7,4,1	15,12,9,1	24,21,16,6,5	purged_region\pop_profile_ns.jsonl
6	5	61	720	219	332	1	1,54,300,307,57,1,0	17,14,10,4,1	11,8,5,2	26,18,17,6,5	purged_region\pop_profile_ns.jsonl
6	5	62	420	229	416	1	1,55,229,135,0,0,0	19,13,10,5,1	17,11,8,1	33,21,20,6,5	purged_region\pop_profile_ns.jsonl
6	5	101	1100	1122	1531	1	1,94,561,444,0,0,0	21,13,10,5,2	13,10,7,4,1	33,20,16,10,7	purged_region\pop_profile_ns.jsonl
5	5	124	1351	711	865	1	1,118,664,521,47,0	15,12,8,4,1	19,9,5	31,17,12,7,6	purged_region\pop_profile_ns.jsonl
5	5	47	255	429	769	1	1,41,140,70,3,0	13,10,7,4,1	19,11,2	30,18,9,7,3	purged_region\pop_profile_ns.jsonl
3	5	24	47	24	55	1	1,20,24,2	16,13,10,4,1	14,6,2	26,18,10,7,5	purged_region\pop_profile_ns.jsonl
6	5	412	25600	17551	18074	1	1,405,5850,13109,5851,384,0	15,10,7,4,1	16,10,7,4,1	27,18,15,9,6	purged_region\pop_profile_ns.jsonl
6	5	172	4880	3829	4271	1	1,165,1571,2438,687,18,0	26,13,10,7,4	11,8,5,2	33,19,17,11,6	purged_region\pop_profile_ns.jsonl
6	5	122	2056	1797	2245	1	1,115,802,942,193,3,0	17,13,10,4,1	14,11,8,4,1	29,23,17,9,5	purged_region\pop_profile_ns.jsonl
6	5	74	704	365	544	1	1,67,365,271,0,0,0	16,10,7,4,1	18,12,5,2	33,19,10,8,5	purged_region\pop_profile_ns.jsonl
5	5	60	369	624	997	1	1,54,204,106,4,0	18,10,7,4,1	24,11,5	40,17,12,6,5	purged_region\pop_profile_ns.jsonl
5	6	34	129	77	173	1	1,28,77,23,0,0	16,13,10,7,4,1	7,4,1	19,16,10,10,6,2	purged_region\pop_profile_ns.jsonl
4	5	14	15	5	52	1	1,9,5,0,0	11,8,2,1,1	15,11,6,4,3	23,18,8,8,5	purged_region\pop_profile_ns.jsonl
6	5	216	7584	5711	6178	1	1,209,2241,3867,1229,37,0	13,10,7,4,1	14,11,7,4,1	25,17,13,11,6	purged_region\pop_profile_ns.jsonl
7	6	159	6762	20952	23969	1	1,151,1641,3339,1514,116,0,0	17,14,11,7,4,1	19,9,4	33,22,13,8,6,4	purged_region\pop_profile_ns.jsonl
6	6	18	45	10	53	1	1,11,25,8,0,0,0	10,10,4,3,2,1	19,9,1	27,17,6,4,3,2	purged_region\pop_profile_ns.jsonl
5	5	33	134	225	523	1	1,27,74,31,1,0	14,7,5,5,2	11,10,7,2,1	23,15,12,8,6	purged_region\pop_profile_ns.jsonl
6	5	244	9470	6991	7478	1	1,237,2639,4799,1713,81,0	21,14,8,5,2	13,10,7,4,1	29,24,13,12,7	purged_region\pop_profile_ns.jsonl
3	5	24	51	9	19	1	1,20,27,3	13,10,7,4,1	15,10,7,4,1	28,16,12,9,7	purged_region\pop_profile_ns.jsonl
6	5	142	3236	2643	3083	1	1,135,1119,1566,405,10,0	21,16,11,4,1	15,10,7,4,1	34,24,18,8,6	purged_region\pop_profile_ns.jsonl
6	5	30	276	1	2	1	1,23,111,115,25,1,0	24,6,4,2,1	6,5,4,2,1	28,9,8,6,4	purged_region\pop_profile_ns.jsonl
6	5	220	7396	5607	6094	1	1,213,2193,3719,1221,49,0	21,14,11,4,1	13,10,7,4,1	29,24,19,8,6	purged_region\pop_profile_ns.jsonl
5	5	106	1125	1776	2201	1	1,100,552,432,40,0	13,10,7,4,1	19,12,5	29,20,11,8,3	purged_region\pop_profile_ns.jsonl
5	6	51	288	489	835	1	1,45,160,79,3,0	16,13,10,7,4,1	11,8,5	25,19,12,7,7,5	purged_region\pop_profile_ns.jsonl
5	5	166	2192	3372	3871	1	1,160,1020,907,104,0	16,13,8,4,1	24,15,5	36,26,14,6,4	purged_region\pop_profile_ns.jsonl
6	5	87	726	390	601	1	1,80,390,255,0,0,0	21,11,8,5,1	18,15,4,1	36,25,12,6,5	purged_region\pop_profile_ns.jsonl
5	5	27	87	147	421	1	1,21,49,16,0,0	16,13,7,4,1	10,7,2	24,19,9,6,2	purged_region\pop_profile_ns.jsonl
6	5	27	106	118	373	1	1,20,59,26,0,0,0	10,6,5,3,1	11,8,6,3,1	20,12,9,8,5	purged_region\pop_profile_ns.jsonl
6	5	366	17858	12733	13270	1	1,359,4579,9155,3575,189,0	22,15,12,4,1	13,10,7,4,1	31,24,18,11,5	purged_region\pop_profile_ns.jsonl
6	5	352	16996	12124	12667	1	1,345,4368,8718,3388,176,0	17,14,11,7,1	18,9,5,1	32,19,15,12,5	purged_region\pop_profile_ns.jsonl
6	5	19	50	54	277	1	1,12,27,10,0,0,0	20,11,5,3,1	9,6,5,4	28,16,9,8,3	purged_region\pop_profile_ns.jsonl
5	5	30	66	123	425	1	1,24,41,0,0,0	14,11,8,4,1	19,15,4	32,22,10,7,5	purged_region\pop_profile_ns.jsonl
6	5	32	92	55	204	1	1,25,55,11,0,0,0	13,10,7,4,1	18,9,6,3	30,16,13,10,2	purged_region\pop_profile_ns.jsonl
6	5	193	5832	4507	4982	1	1,186,1802,2905,903,35,0	17,13,10,4,1	14,11,8,5,2	28,23,18,9,7	purged_region\pop_profile_ns.jsonl
5	6	17	42	22	95	1	1,11,22,8,0,0	11,5,4,4,2,1	12,3,2	21,7,5,4,4,3	purged_region\pop_profile_ns.jsonl
6	5	216	7506	5649	6128	1	1,209,2189,3781,1271,55,0	16,10,7,4,1	13,10,7,4,1	26,18,14,8,7	purged_region\pop_profile_ns.jsonl
9	6	51	2595	6200	10073	1	1,41,406,1089,878,180,0,0,0,0	10,5,4,3,2,1	13,4,2,1,1	21,8,6,5,4,2	purged_region\pop_profile_ns.jsonl
6	6	113	2370	973	1178	1	1,106,822,1129,302,10,0	19,13,10,7,4,1	11,7,4,1	27,19,13,7,6,5	purged_region\pop_profile_ns.jsonl
6	5	164	4346	3462	3899	1	1,157,1442,2154,578,14,0	13,10,7,4,1	15,10,7,4,1	26,18,13,10,5	purged_region\pop_profile_ns.jsonl
8	6	19	49	405	3388	1	1,10,27,11,0,0,0,0,0	15,6,4,4,3,1	6,4,3,2,1	18,11,6,5,5,4	purged_region\pop_profile_ns.jsonl
5	5	46	228	387	733	1	1,40,127,58,2,0	15,12,7,4,1	20,16,8	33,26,13,6,5	purged_region\pop_profile_ns.jsonl
6	5	104	1444	25	33	1	1,97,610,630,105,1,0	14,10,7,4,1	18,12,7,4,1	30,20,15,8,5	purged_region\pop_profile_ns.jsonl
4	5	17	26	6	31	1	1,12,12,1,0	8,6,4,3,1	14,9,4,4,1	19,15,8,8,4	purged_region\pop_profile_ns.jsonl
5	5	18	37	9	41	1	1,12,21,3,0,0	8,5,3,2,1	14,8,6,1	20,12,10,3,3	purged_region\pop_profile_ns.jsonl
6	5	94	1048	177	241	1	1,87,531,429,0,0,0	17,12,9,4,1	13,10,7,4,1	29,18,15,9,7	purged_region\pop_profile_ns.jsonl
6	5	304	12178	8987	9518	1	1,297,3417,6219,2153,91,0	15,12,9,4,1	15,12,8,5,1	27,23,15,10,7	purged_region\pop_profile_ns.jsonl
6	5	361	18186	12883	13419	1	1,354,4577,9318,3729,207,0	19,15,11,5,1	13,10,7,1	28,22,19,8,5	purged_region\pop_profile_ns.jsonl
6	5	123	2738	1117	1323	1	1,116,942,1319,350,10,0	13,10,8,4,2	18,9,6,4,1	28,18,14,8,7	purged_region\pop_profile_ns.jsonl
4	5	11	7	0	1	1	1,6,0,0,0	13,9,9,7,2	9,8,5,3	20,15,15,10,5	purged_region\pop_profile_ns.jsonl
5	6	16	24	36	259	1	1,10,12,1,0,0	9,8,4,3,1,1	8,4,3,2	15,10,7,7,3,1	purged_region\pop_profile_ns.jsonl
7	6	12	5	0	1	1	1,4,0,0,0,0,0,0	7,4,3,3,2,1	22,13,2,2	27,15,6,5,4,2	purged_region\pop_profile_ns.jsonl
6	5	86	724	389	596	1	1,79,389,255,0,0,0	18,12,8,4,1	15,10,7,4,1	32,19,15,9,5	purged_region\pop_profile_ns.jsonl
6	5	302	13266	356	375	1	1,295,3548,6784,2516,122,0	13,10,7,4,1	15,12,7,4,1	25,18,15,11,5	purged_region\pop_profile_ns.jsonl
6	5	188	5610	2182	2409	1	1,181,1775,2817,814,22,0	20,17,7,4,1	16,13,7,4,1	34,28,13,9,6	purged_region\pop_profile_ns.jsonl
6	5	38	176	196	503	1	1,31,98,46,0,0,0	17,14,11,8,1	14,11,8,1	27,26,18,9,5	purged_region\pop_profile_ns.jsonl
5	5	38	153	270	581	1	1,32,90,30,0,0	17,14,11,4,1	11,7,4	26,18,16,5,4	purged_region\pop_profile_ns.jsonl
3	5	19	28	12	41	1	1,15,12,0	13,10,7,4,1	32,13	40,22,10,5,3	purged_region\pop_profile_ns.jsonl
7	6	16	20	110	1569	1	1,8,11,0,0,0,0,0	11,4,3,2,2,1	8,5,3,2,2,1	17,8,6,6,4,3	purged_region\pop_profile_ns.jsonl
5	5	32	131	222	509	1	1,26,73,30,1,0	13,10,7,4,1	13,10,7,4,1	22,21,13,7,7	purged_region\pop_profile_ns.jsonl
7	6	19	32	170	1761	1	1,11,17,3,0,0,0,0	11,10,8,7,3,1	13,11,4,3	23,20,10,10,4,4	purged_region\pop_profile_ns.jsonl
5	5	35	120	213	523	1	1,29,71,19,0,0	20,14,10,7,4	10,5,1	26,16,11,10,8	purged_region\pop_profile_ns.jsonl
5	5	60	308	543	929	1	1,54,181,72,0,0	21,15,10,7,1	11,7,4	27,22,16,8,3	purged_region\pop_profile_ns.jsonl
5	5	24	69	114	377	1	1,18,38,12,0,0	14,10,7,5,1	16,5,4	28,14,11,6,3	purged_region\pop_profile_ns.jsonl
6	5	82	708	377	576	1	1,75,377,255,0,0,0	20,15,12,9,4	14,7,4,1	31,21,16,13,5	purged_region\pop_profile_ns.jsonl
6	5	39	180	210	509	1	1,32,105,42,0,0,0	13,10,7,4,1	15,11,8,5,2	27,20,12,10,7	purged_region\pop_profile_ns.jsonl
5	5	19	26	36	293	1	1,13,12,0,0,0	20,16,10,5,1	16,12,3	35,25,14,7,2	purged_region\pop_profile_ns.jsonl
5	5	71	520	864	1249	1	1,65,280,166,8,0	24,17,10,4,1	14,7,4	36,21,14,6,4	purged_region\pop_profile_ns.jsonl
6	5	50	224	260	627	1	1,43,130,50,0,0,0	19,14,11,4,1	15,11,8,5	33,24,16,9,6	purged_region\pop_profile_ns.jsonl
5	5	73	494	843	1231	1	1,67,275,145,6,0	15,10,7,4,1	19,10,7,4,1	32,18,12,8,8	purged_region\pop_profile_ns.jsonl
8	6	21	112	366	1879	1	1,12,47,43,9,0,0,0,0	9,7,4,4,3,1	17,9,2,1	25,15,6,5,4,2	purged_region\pop_profile_ns.jsonl
4	5	20	30	1	5	1	1,15,14,0,0	23,18,14,4,1	9,6,1	29,20,17,5,5	purged_region\pop_profile_ns.jsonl
8	6	36	337	2055	5836	1	1,27,130,143,35,1,0,0,0	8,5,4,4,3,1	13,6,5,3,1	18,12,8,7,4,4	purged_region\pop_profile_ns.jsonl
5	5	87	905	15	19	1	1,81,442,348,33,0	15,12,9,6,3	13,10,7,4,1	24,21,17,9,9	purged_region\pop_profile_ns.jsonl
6	5	103	1798	47	59	1	1,96,687,834,177,3,0	14,11,8,5,1	15,10,7,4,1	27,20,13,11,5	purged_region\pop_profile_ns.jsonl
5	5	24	66	111	373	1	1,18,37,10,0,0	16,11,7,4,1	17,10,7,4,1	31,17,17,7,6	purged_region\pop_profile_ns.jsonl
5	5	19	38	63	299	1	1,13,21,3,0,0	7,5,3,2,1	13,11,2	18,15,6,3,2	purged_region\pop_profile_ns.jsonl
5	6	17	34	54	277	1	1,11,18,4,0,0	11,7,6,3,3,1	8,4,3	17,10,8,4,4,3	purged_region\pop_profile_ns.jsonl
4	5	18	25	11	64	1	1,13,11,0,0	19,10,3,2,1	27,6,1,1	43,15,6,3,3	purged_region\pop_profile_ns.jsonl
5	6	89	893	201	259	1	1,83,437,340,32,0	20,17,10,7,4,1	13,7,4,1	29,23,12,12,4,4	purged_region\pop_profile_ns.jsonl
5	6	13	19	30	223	1	1,7,10,1,0,0	17,10,4,2,2,1	8,7,2,2,1,1	23,15,6,5,4,4	purged_region\pop_profile_ns.jsonl
5	5	47	197	117	235	1	1,41,117,38,0,0	19,16,10,4,1	25,9,3	42,22,14,5,4	purged_region\pop_profile_ns.jsonl
5	5	67	426	245	369	1	1,61,245,119,0,0	13,10,7,4,1	12,7,4	22,15,11,8,2	purged_region\pop_profile_ns.jsonl
5	5	18	42	69	293	1	1,12,23,6,0,0	15,5,3,2,1	6,5,3,2	19,9,6,4,4	purged_region\pop_profile_ns.jsonl
3	5	29	66	12	23	1	1,25,36,4	13,10,7,4,1	14,10,7,4,1	23,19,15,12,2	purged_region\pop_profile_ns.jsonl
6	5	454	27576	1055	1086	1	1,447,6403,14151,6184,390,0	13,10,7,4,1	20,12,9,4	30,19,14,11,6	purged_region\pop_profile_ns.jsonl
8	6	26	208	1215	4511	1	1,17,76,88,25,1,0,0,0	8,7,6,3,2,1	14,4,4,3,2,2	19,11,10,7,5,4	purged_region\pop_profile_ns.jsonl
8	6	24	92	115	668	1	1,15,46,30,0,0,0,0,0	7,5,3,2,2,1	10,7,5,4,4	15,9,8,7,6,5	purged_region\pop_profile_ns.jsonl
6	6	19	78	39	146	1	1,12,38,25,2,0,0	9,6,5,2,2,1	7,6,5,2,1	13,11,10,4,4,4	purged_region\pop_profile_ns.jsonl
6	5	503	29266	2902	2987	1	1,496,6957,15022,6400,390,0	19,13,8,4,1	16,9,6,3	31,20,14,10,4	purged_region\pop_profile_ns.jsonl
5	5	25	48	84	365	1	1,19,28,0,0,0	13,10,7,4,1	18,10,7,4,1	30,15,14,8,8	purged_region\pop_profile_ns.jsonl
6	5	36	190	35	82	1	1,29,105,55,0,0,0	12,11,8,4,1	27,5,3,1	37,14,12,5,4	purged_region\pop_profile_ns.jsonl
5	5	23	49	81	349	1	1,17,27,4,0,0	10,7,4,2,2	13,7,5,1	20,14,10,4,3	purged_region\pop_profile_ns.jsonl
5	5	36	166	285	577	1	1,30,95,40,0,0	16,12,9,4,1	9,4,1	22,14,11,6,3	purged_region\pop_profile_ns.jsonl
4	5	26	54	29	91	1	1,21,29,3,0	21,18,11,5,2	18,7,4	34,26,14,6,6	purged_region\pop_profile_ns.jsonl
6	5	113	1206	1246	1683	1	1,106,623,476,0,0,0	15,12,9,6,1	16,13,7,4,1	30,21,16,11,6	purged_region\pop_profile_ns.jsonl
5	5	39	157	15	31	1	1,33,95,28,0,0	13,10,7,4,1	11,8,1	19,17,10,5,4	purged_region\pop_profile_ns.jsonl
7	6	39	338	1539	3493	1	1,31,147,136,23,0,0,0	16,12,2,2,1,1	8,6,4,3,2,1	21,16,7,6,4,4	purged_region\pop_profile_ns.jsonl
6	5	188	5568	2164	2397	1	1,181,1757,2793,814,22,0	13,10,7,4,1	13,10,7,4,1	24,17,14,10,5	purged_region\pop_profile_ns.jsonl
5	5	100	974	517	663	1	1,94,485,362,32,0	21,15,12,9,1	13,7,4,1	29,22,14,14,4	purged_region\pop_profile_ns.jsonl
6	5	261	9880	3668	3925	1	1,254,2797,5009,1742,77,0	19,16,7,4,1	15,11,8,3	30,26,16,7,5	purged_region\pop_profile_ns.jsonl
5	5	81	790	1251	1631	1	1,75,390,297,27,0	17,14,7,4,1	13,10,7,4,1	25,23,16,7,7	purged_region\pop_profile_ns.jsonl
6	5	256	9454	7081	7572	1	1,249,2765,4841,1551,47,0	13,10,7,4,1	18,15,7,4	29,20,14,10,6	purged_region\pop_profile_ns.jsonl
7	6	26	154	710	2397	1	1,18,68,57,10,0,0,0	10,5,5,4,3,1	17,5,3,3,2,1	25,9,8,7,5,5	purged_region\pop_profile_ns.jsonl
5	5	29	93	159	445	1	1,23,53,16,0,0	22,12,9,6,3	19,9,2	39,18,13,7,5	purged_region\pop_profile_ns.jsonl
5	5	12	10	9	209	1	1,6,3,0,0,0	13,10,7,4,1	20,13,7,4,1	32,19,10,10,9	purged_region\pop_profile_ns.jsonl
5	5	17	25	36	271	1	1,11,12,1,0,0	13,11,5,3,2	17,4,3,2	28,15,7,5,5	purged_region\pop_profile_ns.jsonl
7	6	12	11	33	721	2	1,4,6,0,0,0,0,0	11,5,4,3,2,1	12,4,2,2,1,1	22,7,7,5,4,3	purged_region\pop_profile_ns.jsonl
7	6	73	1564	1901	2675	1	1,65,498,748,241,11,0,0	18,13,10,7,4,1	10,6,3	26,16,14,8,6,2	purged_region\pop_profile_ns.jsonl
4	5	58	224	45	73	1	1,53,135,35,0	16,10,7,4,1	17,12,8	29,21,15,5,5	purged_region\pop_profile_ns.jsonl
6	5	18	48	52	267	1	1,11,26,10,0,0,0	11,7,6,5,3	24,6,5,2	34,12,10,7,6	purged_region\pop_profile_ns.jsonl
6	5	384	23858	16322	16849	1	1,377,5396,12176,5530,378,0	19,13,10,7,4	13,10,7,4,1	28,20,17,12,11	purged_region\pop_profile_ns.jsonl
6	6	11	6	2	187	1	1,4,1,0,0,0,0	13,10,5,4,3,1	9,6,3,3,3,2	21,14,8,8,6,5	purged_region\pop_profile_ns.jsonl
7	6	62	1312	4642	6873	1	1,54,397,622,224,14,0,0	14,8,5,5,3,2	12,10,3,2	23,16,9,8,4,4	purged_region\pop_profile_ns.jsonl
5	5	28	51	84	401	1	1,22,28,0,0,0	14,10,7,4,1	16,11,8,5,2	29,19,12,9,9	purged_region\pop_profile_ns.jsonl
3	5	26	46	22	57	1	1,22,22,1	16,12,7,4,1	13,8,5,1	26,19,12,9,1	purged_region\pop_profile_ns.jsonl
7	6	20	46	250	1841	1	1,12,25,8,0,0,0,0	14,11,5,3,1,1	10,7,3,3,2,1	21,16,7,6,6,5	purged_region\pop_profile_ns.jsonl
5	6	18	30	3	19	1	1,12,15,2,0,0	11,8,3,2,1,1	10,6,4,1,1	18,14,7,3,3,3	purged_region\pop_profile_ns.jsonl
3	5	25	39	17	53	1	1,21,17,0	19,12,7,4,1	24,10,4	39,21,14,4,3	purged_region\pop_profile_ns.jsonl
4	6	11	12	5	43	1	1,6,5,0,0	11,9,8,7,2,1	24,7	31,16,9,8,3,2	purged_region\pop_profile_ns.jsonl
5	5	131	1669	851	1007	1	1,125,769,692,82,0	21,18,9,4,1	13,7,3	31,22,12,7,4	purged_region\pop_profile_ns.jsonl
6	5	430	23586	16500	17069	1	1,423,5736,12104,5028,294,0	18,14,7,4,1	19,10,7,4,1	32,24,14,9,6	purged_region\pop_profile_ns.jsonl
5	6	16	37	60	269	1	1,10,20,6,0,0	9,8,5,4,2,1	23,8,2	30,15,6,4,4,3	purged_region\pop_profile_ns.jsonl
5	6	16	22	33	257	1	1,10,11,0,0,0	19,13,10,7,4,1	20,13,2	38,24,12,8,6,1	purged_region\pop_profile_ns.jsonl
7	6	18	26	50	563	1	1,10,15,0,0,0,0,0	13,11,4,3,1,1	8,4,2,1,1	19,14,5,4,4,3	purged_region\pop_profile_ns.jsonl
5	5	114	1208	635	787	1	1,108,590,464,45,0	14,11,8,5,1	23,14,6	34,23,14,7,4	purged_region\pop_profile_ns.jsonl
5	5	120	1420	733	883	1	1,114,672,572,61,0	13,10,7,4,1	17,12,7,4,1	26,21,12,12,5	purged_region\pop_profile_ns.jsonl
5	5	15	21	30	247	1	1,9,10,1,0,0	24,17,11,4,1	9,6,1	31,18,13,6,5	purged_region\pop_profile_ns.jsonl
6	5	159	4206	1663	1887	1	1,152,1358,2063,610,22,0	16,13,10,5,2	20,13,9,1	33,24,19,7,6	purged_region\pop_profile_ns.jsonl
6	5	345	21136	14483	14977	1	1,338,4810,10798,4863,326,0	13,10,7,4,1	14,11,8,5,2	22,20,16,10,7	purged_region\pop_profile_ns.jsonl
4	6	29	73	41	104	1	1,24,41,7,0	19,13,10,7,4,1	16,10,3	32,22,12,7,5,5	purged_region\pop_profile_ns.jsonl
5	5	96	1083	1680	2081	1	1,90,512,432,48,0	14,10,7,4,1	12,5,2	21,13,11,6,4	purged_region\pop_profile_ns.jsonl
5	5	76	483	840	1241	1	1,70,280,132,0,0	16,13,10,7,1	14,8,5	27,19,15,8,5	purged_region\pop_profile_ns.jsonl
5	5	34	79	150	473	1	1,28,50,0,0,0	14,10,7,4,1	14,11,4	27,17,11,6,4	purged_region\pop_profile_ns.jsonl
7	6	21	62	313	1933	1	1,13,31,16,1,0,0,0	22,5,5,4,2,1	31,5,2,2	51,10,7,6,3,2	purged_region\pop_profile_ns.jsonl
8	6	24	168	343	1401	1	1,15,65,69,18,0,0,0,0	17,6,5,3,3,1	9,4,2,2,1	25,8,7,6,4,3	purged_region\pop_profile_ns.jsonl
9	6	36	509	5820	16733	1	1,26,153,230,93,6,0,0,0,0	9,8,7,6,5,2	21,12,5,2	29,19,12,7,6,4	purged_region\pop_profile_ns.jsonl
6	6	18	42	23	132	1	1,11,23,7,0,0,0	13,4,4,3,2,1	22,15,2	33,19,5,4,3,2	purged_region\pop_profile_ns.jsonl
4	5	15	17	6	55	1	1,10,6,0,0	18,11,8,4,1	10,7,4,1	26,14,14,5,5	purged_region\pop_profile_ns.jsonl
4	5	16	25	13	58	1	1,11,13,0,0	14,8,6,4,1	7,7,3	19,13,9,7,2	purged_region\pop_profile_ns.jsonl
8	6	43	468	467	1148	1	1,34,177,207,49,0,0,0,0	20,13,10,7,4,1	14,7,4,1	33,18,11,9,5,5	purged_region\pop_profile_ns.jsonl
6	5	25	84	94	345	1	1,18,47,18,0,0,0	12,8,7,5,2	16,13,4,2	27,20,9,8,5	purged_region\pop_profile_ns.jsonl
5	5	204	3465	1709	1879	1	1,198,1477,1556,232,1	13,10,7,4,1	15,10,4	24,17,12,7,4	purged_region\pop_profile_ns.jsonl
6	5	328	17152	12051	12560	1	1,321,4213,8781,3625,211,0	13,10,7,4,1	16,11,7,4,1	24,21,13,9,7	purged_region\pop_profile_ns.jsonl
5	5	66	555	888	1253	1	1,60,278,198,18,0	15,11,8,4,1	10,5,2	21,13,12,7,3	purged_region\pop_profile_ns.jsonl
6	5	88	840	443	636	1	1,81,443,315,0,0,0	16,13,10,4,1	14,10,7,4,1	29,20,14,10,7	purged_region\pop_profile_ns.jsonl
6	5	50	310	344	671	1	1,43,172,94,0,0,0	19,16,13,5,1	11,7,4,1	29,20,16,7,5	purged_region\pop_profile_ns.jsonl
5	5	26	48	81	377	1	1,20,27,0,0,0	13,10,7,4,1	13,8,5	25,16,10,7,3	purged_region\pop_profile_ns.jsonl
6	5	226	9646	3492	3719	1	1,219,2563,4909,1858,96,0	20,17,11,4,1	10,7,4,1	25,23,16,7,4	purged_region\pop_profile_ns.jsonl
6	5	60	472	17	28	1	1,53,255,163,0,0,0	15,12,9,6,3	14,11,8,5,2	28,18,17,12,10	purged_region\pop_profile_ns.jsonl
5	5	46	212	375	709	1	1,40,125,46,0,0	13,10,7,4,1	19,15,6	27,24,16,5,3	purged_region\pop_profile_ns.jsonl
6	5	124	2868	2321	2729	1	1,117,973,1392,375,10,0	19,14,11,4,1	13,10,7,4,1	30,21,19,8,6	purged_region\pop_profile_ns.jsonl
3	5	19	27	11	41	1	1,15,11,0	16,11,8,5,1	16,12,9,4,1	32,21,15,9,6	purged_region\pop_profile_ns.jsonl
6	5	38	156	180	491	1	1,31,90,34,0,0,0	13,8,5,2,1	10,7,5,3,1	20,15,11,6,3	purged_region\pop_profile_ns.jsonl
6	5	144	2582	2249	2720	1	1,137,1005,1197,239,3,0	17,14,11,8,1	13,10,7,4,1	27,24,16,12,7	purged_region\pop_profile_ns.jsonl
6	6	36	303	282	559	1	1,29,131,122,20,0,0	8,5,5,5,3,1	11,4,4,2,1	16,9,8,7,5,4	purged_region\pop_profile_ns.jsonl
