d	r	c	M	minR_num	minR_den	argk	hstar
5	6	201	8093	11256	11737	1	1,193,2089,4048,1663,99
5	6	205	7738	10785	11291	1	1,197,2042,3855,1553,90
5	6	206	12342	558	419	4	1,198,2534,6024,3264,321
5	6	207	13401	4336	3073	4	1,199,2672,6550,3622,357
5	6	158	9034	2861	2167	4	1,150,1864,4396,2385,238
5	6	208	10420	2902	2773	4	1,200,2370,5151,2494,204
5	6	89	1623	2301	2657	1	1,81,582,774,185,0
5	6	211	15785	1997	1075	4	1,203,2816,7418,4703,644
5	6	209	14251	958	631	4	1,201,2750,6921,3966,412
5	6	220	9360	4328	4523	1	1,212,2374,4694,1954,125
5	6	201	10509	1505	1362	4	1,193,2335,5189,2572,219
5	6	215	12048	3527	3033	4	1,207,2616,5957,3007,260
5	6	89	2075	2937	3317	1	1,81,634,996,345,18
5	6	240	15104	4737	3553	4	1,232,3086,7422,3989,374
5	6	242	10709	14817	15355	1	1,234,2700,5401,2239,134
5	6	232	13848	4286	3341	4	1,224,2890,6789,3602,342
5	6	228	8529	11640	11633	1	1,220,2401,4428,1479,0
5	6	274	27440	11951	4682	4	1,265,4149,12467,9165,1393
5	6	245	12580	1719	1687	4	1,237,2897,6247,2958,240
5	6	246	19305	1723	995	4	1,238,3501,9304,5630,631
5	6	243	13411	1321	1130	4	1,235,2917,6597,3359,302
5	6	259	9886	4457	4501	1	1,251,2845,5177,1612,0
5	6	291	11849	5365	5311	1	1,283,3291,6200,2074,0
5	6	278	20465	6992	4417	4	1,270,3874,9940,5768,612
5	6	271	12539	16995	16513	1	1,263,3251,6610,2414,0
5	6	358	29555	10463	6063	4	1,350,5360,14321,8583,940
5	6	311	30221	11724	5593	4	1,303,4984,14368,9406,1159
5	6	318	25996	8818	5441	4	1,310,4818,12773,7370,724
5	6	334	33649	4386	2045	4	1,326,5480,15989,10548,1305
5	6	397	40370	15601	7402	4	1,389,6621,19274,12569,1516
5	6	407	36175	12575	7314	4	1,399,6513,17741,10467,1054
5	6	23	77	129	353	1	1,15,43,18,0,0
5	6	428	32201	5093	3600	4	1,420,6357,16011,8638,774
5	6	200	11673	3672	2803	4	1,192,2416,5693,3070,301
5	6	437	33307	5290	3707	4	1,429,6553,16557,8954,813
5	6	469	63887	14657	4871	4	1,461,8817,28906,22090,3612
5	6	398	38493	14129	7378	4	1,390,6595,18654,11577,1276
5	6	443	49340	19644	8653	4	1,435,7780,23434,15736,1954
5	6	440	40209	14767	7861	4	1,432,6994,19385,12027,1370
5	6	19	120	297	182	2	1,11,27,27,27,27
5	6	382	28467	9301	6282	4	1,374,5531,14013,7795,753
5	6	324	22200	6911	5141	4	1,316,4506,10998,5847,532
5	6	532	63236	12953	5362	4	1,524,9673,29801,20568,2669
5	6	592	70089	27914	12113	4	1,584,10942,33396,22418,2748
5	6	531	63662	26106	10753	4	1,523,9704,30010,20742,2682
5	6	282	18853	5987	4343	4	1,274,3792,9276,5033,477
5	6	623	54295	18378	11281	4	1,615,10048,26760,15364,1507
5	6	14	16	21	223	1	1,7,7,1,0,0
5	5	16	28	45	251	1	1,9,15,3,0,0
5	6	15	41	8	9	4	1,8,8,8,8,8
5	6	556	60375	23354	10891	4	1,548,9792,28920,18874,2240
5	6	212	12751	838	599	4	1,204,2584,6152,3430,380
5	6	22	42	66	325	1	1,15,22,4,0,0
5	6	20	37	57	301	1	1,13,19,4,0,0
5	6	20	78	41	113	1	1,13,39,23,2,0
5	6	21	49	81	319	1	1,14,27,7,0,0
5	6	24	78	132	373	1	1,17,44,16,0,0
5	5	28	110	62	147	1	1,21,62,26,0,0
5	6	19	61	12	13	4	1,12,12,12,12,12
5	6	30	154	246	509	1	1,23,78,48,4,0
5	6	24	86	138	385	1	1,17,45,22,1,0
5	6	32	73	141	437	1	1,25,47,0,0,0
5	6	32	170	91	181	1	1,25,87,53,4,0
5	6	32	659	1871	471	2	1,25,111,170,176,176
5	6	34	138	237	523	1	1,27,79,31,0,0
5	6	35	139	237	535	1	1,28,79,31,0,0
5	6	36	152	258	557	1	1,29,86,36,0,0
5	6	36	170	93	193	1	1,29,90,47,3,0
5	6	23	85	138	373	1	1,16,45,22,1,0
5	6	36	172	282	581	1	1,29,94,48,0,0
5	6	39	160	273	593	1	1,32,91,36,0,0
5	6	37	86	165	497	1	1,30,55,0,0,0
5	6	39	250	399	689	1	1,32,126,84,7,0
5	6	27	100	56	141	1	1,20,56,23,0,0
5	6	40	178	306	617	1	1,33,102,42,0,0
5	6	37	92	183	497	1	1,30,61,0,0,0
5	6	40	226	366	673	1	1,33,119,70,3,0
5	6	40	160	91	201	1	1,33,91,35,0,0
5	6	42	233	390	691	1	1,35,130,67,0,0
5	6	43	230	78	139	1	1,36,130,63,0,0
5	6	45	351	546	853	1	1,38,168,130,14,0
5	6	25	90	147	397	1	1,18,48,22,1,0
5	6	44	246	414	721	1	1,37,138,70,0,0
5	6	46	248	414	745	1	1,39,135,70,3,0
5	5	48	232	396	745	1	1,41,132,58,0,0
5	6	50	320	513	863	1	1,43,161,105,10,0
5	6	374	24711	3781	2923	4	1,366,5111,12246,6412,575
5	6	36	209	330	623	1	1,29,103,69,7,0
5	6	53	478	243	355	1	1,46,217,188,26,0
5	6	55	350	117	185	1	1,48,195,106,0,0
5	6	55	523	798	1129	1	1,48,239,208,27,0
5	6	55	522	114	161	1	1,48,237,207,29,0
5	6	57	365	606	961	1	1,50,202,112,0,0
5	6	57	182	393	737	1	1,50,131,0,0,0
5	6	59	548	843	1189	1	1,52,254,214,27,0
5	6	59	384	648	991	1	1,52,216,115,0,0
5	6	59	401	663	1015	1	1,52,215,127,6,0
5	6	52	684	999	1307	1	1,45,263,303,70,2
5	6	58	632	945	1279	1	1,51,270,265,45,0
5	6	61	733	1086	1417	1	1,54,311,316,51,0
5	6	60	546	846	1193	1	1,53,260,210,22,0
5	6	63	669	337	453	1	1,56,297,275,40,0
5	6	53	522	72	101	1	1,46,235,211,29,0
5	6	64	609	315	431	1	1,57,292,236,23,0
5	6	64	602	927	1291	1	1,57,279,235,30,0
5	6	65	400	687	1057	1	1,58,229,112,0,0
5	5	65	766	380	499	1	1,58,319,326,61,1
5	5	66	782	389	507	1	1,59,328,332,61,1
5	6	65	776	384	503	1	1,58,319,332,65,1
5	5	67	772	165	217	1	1,60,324,325,61,1
5	6	62	715	213	281	1	1,55,305,304,50,0
5	6	69	795	1188	1553	1	1,62,343,336,53,0
5	6	68	922	1350	1699	1	1,61,368,409,82,1
5	6	67	903	1323	1669	1	1,60,360,400,81,1
5	6	71	891	440	559	1	1,64,380,386,60,0
5	6	58	593	900	1231	1	1,51,265,241,35,0
5	6	69	846	1251	1613	1	1,62,357,366,60,0
5	6	53	548	828	1139	1	1,46,243,225,33,0
5	6	71	825	1236	1601	1	1,64,356,348,56,0
5	6	73	500	278	413	1	1,66,269,155,9,0
5	6	76	972	160	201	1	1,69,412,422,68,0
5	6	78	1073	1572	1943	1	1,71,444,477,80,0
5	6	71	876	1305	1657	1	1,64,378,376,57,0
5	6	77	1055	516	641	1	1,70,428,467,88,1
5	6	54	560	843	1163	1	1,47,246,231,35,0
5	6	81	652	1065	1469	1	1,74,355,222,0,0
5	6	79	957	477	605	1	1,72,413,407,64,0
5	5	83	1120	1656	2041	1	1,76,467,490,85,1
5	6	111	2102	2997	3371	1	1,103,760,999,239,0
5	6	83	709	1128	1561	1	1,76,376,256,0,0
5	5	83	728	388	525	1	1,76,388,263,0,0
5	6	82	810	423	553	1	1,75,393,311,30,0
5	5	86	1320	1926	2311	1	1,79,511,595,131,3
5	6	89	1307	1905	2299	1	1,82,533,589,102,0
5	5	91	1468	2133	2519	1	1,84,566,669,145,3
5	6	89	1032	1566	1975	1	1,82,464,427,58,0
5	6	86	883	1374	1775	1	1,79,424,345,34,0
5	6	83	1700	2412	2767	1	1,76,576,811,228,8
5	6	93	1237	1836	2245	1	1,86,526,538,86,0
5	6	93	1241	1839	2251	1	1,86,523,541,90,0
5	6	93	699	1161	1619	1	1,86,387,225,0,0
5	6	93	1369	2001	2399	1	1,86,566,615,101,0
5	6	80	1233	1788	2159	1	1,73,477,561,119,2
5	6	95	1302	1926	2335	1	1,88,552,571,90,0
5	6	95	2100	2967	3337	1	1,88,702,1012,287,10
5	6	58	466	244	363	1	1,51,229,170,15,0
5	6	93	1744	2496	2879	1	1,86,627,819,205,6
5	6	98	1606	2319	2711	1	1,91,631,741,142,0
5	6	104	2059	2925	3323	1	1,97,734,981,241,5
5	6	104	1755	2532	2927	1	1,97,691,813,153,0
5	6	104	1951	2778	3155	1	1,97,732,927,194,0
5	6	106	1977	2814	3203	1	1,99,743,939,195,0
5	6	107	1684	272	319	1	1,100,679,767,137,0
5	6	103	1804	868	1009	1	1,96,661,833,207,6
5	6	93	1478	2145	2521	1	1,86,598,676,117,0
5	6	108	1893	2718	3119	1	1,101,735,885,171,0
5	6	109	1455	2166	2621	1	1,102,623,630,99,0
5	6	111	2007	2871	3275	1	1,104,765,945,192,0
5	6	111	2207	150	169	1	1,104,798,1046,252,6
5	6	110	1660	2436	2861	1	1,103,688,744,124,0
5	6	113	1414	714	865	1	1,106,634,593,80,0
5	6	120	2573	3648	4069	1	1,113,893,1234,323,9
5	6	122	1705	846	1001	1	1,115,734,743,112,0
5	6	122	2172	1037	1185	1	1,115,857,1019,180,0
5	6	123	2274	1084	1225	1	1,116,868,1073,216,0
5	6	131	2838	3990	4391	1	1,124,1025,1383,305,0
5	6	123	2226	456	517	1	1,116,862,1045,202,0
5	6	138	3096	4386	4823	1	1,131,1071,1491,391,11
5	6	108	1217	1869	2333	1	1,101,574,492,49,0
5	5	141	3268	4602	5033	1	1,134,1133,1590,401,9
5	6	133	2702	3828	4247	1	1,126,1000,1299,276,0
5	6	146	3313	4692	5153	1	1,139,1138,1596,426,13
5	6	130	2907	1356	1489	1	1,123,1036,1427,320,0
5	5	147	3488	4929	5375	1	1,140,1176,1689,467,15
5	6	40	266	417	719	1	1,33,131,93,8,0
5	6	150	3750	1053	1141	1	1,143,1244,1836,511,15
5	6	152	3246	4617	5099	1	1,145,1147,1551,392,10
5	5	152	3326	4722	5189	1	1,145,1178,1596,396,10
5	6	153	3172	4491	4945	1	1,146,1177,1528,320,0
5	6	154	3304	1552	1703	1	1,147,1209,1604,343,0
5	5	156	3670	1041	1135	1	1,149,1241,1767,494,18
5	6	143	3616	5082	5519	1	1,136,1179,1767,515,18
5	6	146	2818	1341	1493	1	1,139,1077,1337,264,0
5	6	154	3228	4566	5017	1	1,147,1193,1558,329,0
5	6	43	125	264	569	1	1,36,88,0,0,0
5	6	157	3424	1619	1775	1	1,150,1223,1646,396,8
5	5	160	4138	1937	2089	1	1,153,1357,2027,580,20
5	6	147	1362	2238	2767	1	1,140,746,475,0,0
5	6	161	4714	939	1003	1	1,154,1447,2338,744,30
5	6	157	2961	4245	4727	1	1,150,1135,1395,280,0
5	6	167	3653	5148	5609	1	1,160,1341,1776,375,0
5	6	79	1022	117	145	1	1,72,438,442,69,0
5	6	163	3208	4581	5057	1	1,156,1229,1524,298,0
5	5	179	5414	193	205	1	1,172,1666,2699,843,33
5	6	182	4569	29	31	1	1,175,1576,2276,541,0
5	6	186	4026	1897	2061	1	1,179,1497,1949,400,0
5	6	196	5416	7467	7879	1	1,189,1805,2737,684,0
5	6	183	4266	5976	6443	1	1,176,1528,2097,464,0
5	6	198	6627	9180	9649	1	1,191,1953,3328,1107,47
5	5	201	6474	8967	9445	1	1,194,1954,3250,1035,40
5	6	201	6138	2834	2991	1	1,194,1905,3080,929,29
5	6	209	7269	10050	10523	1	1,202,2105,3663,1245,53
5	6	79	969	23	29	1	1,72,419,413,64,0
5	6	215	6393	8889	9395	1	1,208,2004,3189,959,32
5	6	102	1782	285	331	1	1,95,663,827,192,4
5	5	227	5902	8307	8851	1	1,220,1970,2887,799,25
5	6	238	5619	2628	2809	1	1,231,2045,2759,583,0
5	6	203	5674	7815	8233	1	1,196,1910,2872,695,0
5	6	213	7752	10653	11057	1	1,206,2246,3948,1305,46
5	6	219	5691	2632	2791	1	1,212,1982,2846,650,0
5	6	149	2436	1184	1353	1	1,142,995,1109,189,0
5	6	75	757	1164	1553	1	1,68,359,300,29,0
5	6	252	9560	13191	13711	1	1,245,2686,4837,1711,80
5	6	240	6052	2810	2983	1	1,233,2138,3008,672,0
5	6	256	8577	11865	12389	1	1,249,2579,4320,1376,52
5	6	205	6310	586	619	1	1,198,1923,3140,1007,41
5	6	304	9818	13401	13807	1	1,297,3158,5053,1309,0
5	6	241	5491	2581	2765	1	1,234,2038,2675,543,0
5	6	260	8806	12168	12665	1	1,253,2641,4446,1415,50
5	6	343	12233	16779	17285	1	1,336,3682,6252,1911,51
5	6	330	10919	4962	5093	1	1,323,3509,5633,1453,0
5	6	258	9575	13236	13771	1	1,251,2710,4831,1702,80
5	6	348	13376	18363	18895	1	1,341,3860,6829,2261,84
5	6	357	17105	23418	23953	1	1,350,4420,8776,3386,172
5	6	364	14542	19905	20369	1	1,357,4149,7464,2486,85
5	6	369	20860	28623	29293	1	1,362,4940,10666,4601,290
5	6	382	17506	7984	8173	1	1,375,4649,8987,3335,159
5	5	393	20966	28731	29353	1	1,386,5140,10744,4437,258
5	6	412	15711	2357	2385	1	1,405,4784,8234,2287,0
5	6	327	11357	15432	15761	1	1,320,3551,5892,1593,0
5	5	437	29591	8223	7298	4	1,430,6435,15040,7147,538
5	6	196	7160	660	691	1	1,189,2013,3608,1287,62
5	6	121	3645	1703	1843	1	1,113,1036,1790,667,38
5	6	444	26023	11868	12085	1	1,437,6155,13373,5713,344
5	6	481	32208	8621	8094	4	1,474,7143,16488,7583,519
5	6	241	7013	9651	10067	1	1,234,2324,3561,893,0
5	6	619	39803	54429	55285	1	1,612,9125,20476,9018,571
5	6	249	9969	4570	4731	1	1,242,2754,5072,1816,84
5	6	632	46488	6406	5621	4	1,625,9989,23846,11242,785
5	6	649	44794	11956	11201	4	1,642,9914,22992,10534,711
5	6	297	13796	18927	19459	1	1,290,3576,7051,2733,145
5	6	697	49924	13393	12326	4	1,690,10943,25687,11813,790
5	5	731	53980	14867	13061	4	1,724,11610,27690,13043,912
5	5	783	59373	8304	7091	4	1,776,12627,30411,14508,1050
5	6	815	73866	23248	15881	4	1,808,14262,37284,19774,1737
5	6	816	65800	18850	15263	4	1,809,13642,33704,16438,1206
5	6	900	72097	20573	16790	4	1,893,15001,36939,17953,1310
5	5	911	67942	18435	16538	4	1,904,14727,34976,16233,1101
5	6	441	27065	12364	12609	1	1,434,6233,13871,6131,395
5	6	917	74591	10679	8639	4	1,910,15455,38230,18632,1363
5	6	429	22224	30345	30913	1	1,422,5611,11452,4504,234
5	6	452	27175	37239	37969	1	1,445,6330,13930,6083,386
5	6	494	19788	8876	8943	1	1,487,5941,10424,2935,0
5	6	614	39824	10291	10276	4	1,607,9059,20456,9111,590
5	6	259	9243	12762	13283	1	1,252,2693,4671,1561,65
5	6	193	6034	8373	8831	1	1,186,1849,3021,942,35
5	6	678	38418	52314	52985	1	1,671,9484,19890,7954,418
5	6	161	3021	4341	4823	1	1,154,1167,1419,280,0
5	6	1099	97489	14339	10875	4	1,1092,19563,50009,24970,1854
8	None	18	92	597	3403	1	1,9,38,35,9,0,0,0,0
7	None	16	45	233	1617	1	1,8,23,12,1,0,0,0
7	None	33	578	1955	3693	1	1,25,161,265,115,11,0,0
7	None	43	897	3028	4929	1	1,35,250,421,176,14,0,0
7	None	56	1480	4841	6897	1	1,48,392,708,307,24,0,0
6	None	235	11512	8112	8575	1	1,228,2816,5826,2480,161,0
6	None	455	33372	22345	22873	1	1,448,7010,16948,8315,649,1
6	None	579	42712	28652	29221	1	1,572,9127,21874,10398,740,0
6	None	335	17360	6113	6368	1	1,328,4294,8889,3638,210,0
6	None	227	8996	6604	7073	1	1,220,2474,4564,1656,81,0
6	None	329	16964	11940	12457	1	1,322,4170,8652,3600,219,0
6	None	295	15310	3579	3745	1	1,288,3711,7782,3315,213,0
6	None	219	6894	481	527	1	1,212,2095,3440,1101,45,0
6	None	341	17366	3061	3196	1	1,334,4291,8859,3662,219,0
6	None	365	19236	6756	7025	1	1,358,4716,9839,4080,242,0
6	None	431	22388	109	113	1	1,424,5569,11456,4667,271,0
6	None	263	10456	7692	8197	1	1,256,2893,5310,1906,90,0
6	None	203	6966	2618	2857	1	1,196,2023,3505,1190,51,0
6	None	379	18304	13075	13633	1	1,372,4724,9394,3627,186,0
6	None	203	8344	1513	1626	1	1,196,2212,4217,1628,90,0
6	None	257	10674	7781	8274	1	1,250,2881,5419,2019,104,0
6	None	243	8864	6623	7124	1	1,236,2550,4491,1523,63,0
6	None	323	16552	11658	12173	1	1,316,4078,8444,3502,211,0
6	None	243	10778	969	1028	1	1,236,2814,5489,2124,114,0
6	None	1037	86164	7138	7225	1	1,1030,17741,44187,21622,1583,0
6	None	553	40168	26978	27555	1	1,546,8553,20462,9862,743,1
6	None	457	24488	17243	17815	1	1,450,6112,12644,5019,262,0
6	None	615	55128	36065	36633	1	1,608,10565,27722,14885,1342,5
6	None	201	8122	5917	6364	1	1,194,2190,4123,1537,77,0
6	None	273	15124	10475	10952	1	1,266,3528,7675,3419,235,0
6	None	399	22036	15367	15924	1	1,392,5278,11251,4811,303,0
6	None	243	10366	3752	3993	1	1,236,2749,5269,2006,105,0
6	None	225	10370	7395	7843	1	1,218,2638,5272,2119,122,0
6	None	325	15796	11222	11755	1	1,318,3984,8050,3254,189,0
6	None	361	23568	727	750	1	1,354,5149,11941,5686,436,1
6	None	249	8542	6459	6980	1	1,242,2508,4283,1443,65,0
6	None	279	14568	10196	10683	1	1,272,3515,7412,3166,202,0
6	None	283	12968	2321	2449	1	1,276,3332,6589,2620,150,0
6	None	295	14176	839	882	1	1,288,3562,7205,2944,176,0
6	None	211	10636	7445	7881	1	1,204,2545,5368,2355,163,0
6	None	253	12540	8845	9311	1	1,246,3093,6378,2659,163,0
6	None	405	23300	16171	16704	1	1,398,5533,11949,5105,314,0
6	None	235	7226	5579	6113	1	1,228,2223,3596,1133,45,0
6	None	221	9788	3512	3739	1	1,214,2533,4973,1958,109,0
6	None	261	11116	2681	2852	1	1,254,2925,5617,2193,126,0
6	None	349	17568	12433	12964	1	1,342,4392,8971,3649,213,0
6	None	303	13766	9895	10418	1	1,296,3597,7031,2701,140,0
6	None	275	12340	8868	9373	1	1,268,3208,6276,2452,135,0
6	None	271	10152	1079	1155	1	1,264,2887,5144,1779,77,0
6	None	225	9448	6850	7313	1	1,218,2505,4782,1840,102,0
6	None	203	6144	594	655	1	1,196,1903,3063,946,35,0
6	None	201	8920	2128	2273	1	1,194,2285,4520,1814,106,0
6	None	207	7608	5653	6115	1	1,200,2152,3844,1349,62,0
6	None	297	16118	11221	11715	1	1,290,3829,8202,3563,233,0
6	None	215	6822	5239	5727	1	1,208,2086,3420,1067,40,0
6	None	217	8270	6085	6571	1	1,210,2266,4156,1553,84,0
6	None	243	9454	6974	7463	1	1,236,2633,4796,1708,80,0
6	None	291	13646	3251	3417	1	1,284,3504,6960,2745,152,0
6	None	347	14278	875	922	1	1,340,3965,7287,2570,115,0
6	None	251	9454	2347	2509	1	1,244,2703,4802,1635,69,0
6	None	927	88714	57738	58379	1	1,920,16810,44806,24058,2113,6
6	None	319	15232	571	599	1	1,312,3860,7746,3129,184,0
6	None	235	8624	6424	6921	1	1,228,2454,4356,1516,69,0
6	None	249	11624	8281	8755	1	1,242,2950,5912,2381,138,0
6	None	297	15110	2657	2784	1	1,290,3693,7679,3242,205,0
6	None	583	40990	9227	9423	1	1,576,8956,21014,9769,674,0
6	None	297	13236	4780	5033	1	1,290,3504,6759,2552,130,0
6	None	265	11100	8073	8582	1	1,258,2979,5639,2115,108,0
6	None	289	10136	7669	8218	1	1,282,3004,5125,1661,63,0
6	None	571	40516	1011	1033	1	1,564,8735,20674,9827,715,0
6	None	305	12728	1860	1967	1	1,298,3464,6478,2372,115,0
6	None	451	26940	3099	3193	1	1,444,6291,13813,6012,379,0
6	None	547	43042	7145	7289	1	1,540,8717,21721,11116,944,3
6	None	497	27402	19193	19800	1	1,490,6721,14125,5751,314,0
6	None	221	11492	1336	1409	1	1,214,2736,5827,2544,170,0
6	None	247	9762	7196	7671	1	1,240,2718,4962,1760,81,0
6	None	293	14564	3435	3599	1	1,286,3649,7452,3007,169,0
6	None	355	15742	5713	5985	1	1,348,4237,8065,2952,139,0
6	None	253	9442	2345	2511	1	1,246,2693,4780,1649,73,0
6	None	245	10634	2557	2718	1	1,238,2788,5397,2095,115,0
6	None	207	6840	2597	2836	1	1,200,2033,3431,1128,47,0
6	None	735	60280	39937	40543	1	1,728,12276,30700,15365,1208,2
6	None	387	27938	18710	19211	1	1,380,5850,14148,7000,558,1
6	None	497	28384	19762	20359	1	1,490,6819,14588,6124,362,0
6	None	317	15616	11090	11591	1	1,310,3956,7998,3178,173,0
6	None	381	18588	13257	13810	1	1,374,4767,9523,3723,200,0
6	None	365	20374	7081	7350	1	1,358,4832,10397,4498,288,0
6	None	587	38608	26353	26943	1	1,580,8749,19850,8855,573,0
6	None	269	11752	2831	2997	1	1,262,3105,5978,2283,123,0
6	None	223	7608	2879	3121	1	1,216,2253,3837,1252,49,0
6	None	323	14224	5140	5417	1	1,316,3748,7223,2784,152,0
6	None	221	8326	6137	6635	1	1,214,2290,4180,1557,84,0
6	None	261	9012	3425	3677	1	1,254,2719,4585,1412,41,0
6	None	477	32624	22063	22621	1	1,470,7083,16590,7887,592,1
6	None	215	7424	5605	6076	1	1,208,2197,3765,1211,42,0
6	None	217	7232	5477	5976	1	1,210,2134,3627,1209,51,0
6	None	235	8912	1319	1417	1	1,228,2493,4504,1609,77,0
6	None	265	9182	6959	7482	1	1,258,2740,4653,1479,51,0
6	None	267	13954	9764	10233	1	1,260,3366,7104,3032,191,0
6	None	225	9560	1153	1230	1	1,218,2531,4855,1856,99,0
6	None	303	17436	12029	12520	1	1,296,4038,8883,3953,265,0
6	None	1349	152260	97505	98198	1	1,1342,26821,76159,43683,4236,18
6	None	289	10016	7609	8153	1	1,282,3001,5064,1607,61,0
6	None	423	21848	15441	16015	1	1,416,5465,11202,4511,253,0
6	None	495	38018	422	431	1	1,488,7816,19253,9668,790,2
6	None	489	30104	20713	21278	1	1,482,6970,15445,6773,433,0
6	None	511	29250	10195	10486	1	1,504,7074,15073,6242,356,0
6	None	203	7066	5297	5771	1	1,196,2037,3554,1223,55,0
6	None	343	14658	3569	3750	1	1,336,4003,7491,2701,126,0
6	None	221	8528	524	563	1	1,214,2368,4317,1552,76,0
6	None	337	18388	1283	1334	1	1,330,4420,9401,3990,246,0
6	None	285	12794	9219	9718	1	1,278,3371,6543,2477,124,0
6	None	371	16950	12229	12790	1	1,364,4487,8683,3255,160,0
6	None	623	43094	29179	29796	1	1,616,9491,22089,10197,700,0
6	None	515	30932	21360	21961	1	1,508,7240,15872,6880,431,0
6	None	311	13704	2482	2613	1	1,304,3671,7019,2586,123,0
6	None	237	10770	2567	2724	1	1,230,2765,5481,2171,122,0
6	None	237	6432	5137	5671	1	1,230,2136,3176,865,24,0
6	None	301	15904	5566	5813	1	1,294,3847,8109,3438,215,0
6	None	239	10756	1101	1168	1	1,232,2768,5459,2171,125,0
6	None	327	17052	11977	12491	1	1,320,4167,8698,3643,223,0
6	None	291	15156	10618	11115	1	1,284,3665,7708,3288,210,0
6	None	247	10192	7443	7918	1	1,240,2771,5187,1901,92,0
6	None	341	19820	13658	14189	1	1,334,4514,9998,4620,352,1
6	None	805	59888	20105	20439	1	1,798,12843,30693,14524,1029,0
6	None	209	5822	4580	5099	1	1,202,1862,2870,856,31,0
6	None	249	13320	9264	9725	1	1,242,3140,6748,2984,205,0
6	None	321	14442	1733	1824	1	1,314,3770,7341,2858,158,0
6	None	215	7736	5779	6251	1	1,208,2216,3904,1347,60,0
6	None	251	13418	9343	9797	1	1,244,3180,6810,2983,200,0
6	None	267	10368	7684	8185	1	1,260,2940,5288,1804,75,0
6	None	209	9472	6766	7199	1	1,202,2418,4810,1930,111,0
6	None	891	74884	8251	8359	1	1,884,15238,38295,19030,1436,0
6	None	249	9766	7203	7688	1	1,242,2718,4955,1767,83,0
6	None	325	15944	5665	5921	1	1,318,4036,8147,3258,184,0
6	None	311	12302	9094	9639	1	1,304,3450,6254,2194,99,0
6	None	227	11414	8018	8457	1	1,220,2779,5798,2460,156,0
6	None	429	23384	16385	16942	1	1,422,5703,11983,4979,296,0
6	None	319	21534	14508	15001	1	1,312,4536,10800,5416,467,2
6	None	217	8102	3003	3238	1	1,210,2273,4087,1460,71,0
6	None	239	9766	1425	1522	1	1,232,2645,4963,1835,90,0
6	None	729	65410	42839	43440	1	1,722,12647,33007,17495,1533,5
6	None	637	59398	38684	39259	1	1,630,11114,29708,16386,1552,7
6	None	225	9258	6725	7204	1	1,218,2465,4681,1795,98,0
6	None	273	14884	5168	5407	1	1,266,3502,7559,3332,224,0
6	None	255	10864	1577	1674	1	1,248,2910,5537,2065,103,0
6	None	269	11868	8559	9053	1	1,262,3111,6028,2337,129,0
6	None	357	19370	13540	14063	1	1,350,4681,9904,4178,256,0
6	None	229	9200	3359	3602	1	1,222,2488,4657,1742,90,0
6	None	271	15846	10873	11352	1	1,264,3549,7967,3765,299,1
6	None	647	51690	17161	17457	1	1,640,10577,26277,13148,1045,2
6	None	647	52280	34638	35255	1	1,640,10502,26370,13594,1169,4
6	None	277	13160	9386	9863	1	1,270,3374,6738,2638,139,0
6	None	495	30100	2304	2369	1	1,488,6987,15430,6762,432,0
6	None	295	12890	9343	9852	1	1,288,3448,6587,2447,119,0
6	None	295	15256	2675	2801	1	1,288,3703,7763,3294,207,0
6	None	261	11692	4205	4444	1	1,254,3047,5947,2316,127,0
6	None	269	9328	7077	7597	1	1,262,2791,4728,1495,51,0
6	None	231	8542	6375	6848	1	1,224,2467,4357,1441,52,0
6	None	417	23642	16457	16999	1	1,410,5678,12152,5101,300,0
6	None	333	11764	4453	4748	1	1,326,3477,5927,1952,81,0
6	None	251	13130	9176	9633	1	1,244,3152,6676,2872,185,0
6	None	295	10384	7862	8411	1	1,288,3094,5270,1674,57,0
6	None	345	20100	6933	7193	1	1,338,4662,10255,4542,302,0
6	None	405	22650	5253	5441	1	1,398,5380,11548,4999,324,0
6	None	283	14866	10393	10884	1	1,276,3570,7555,3253,211,0
6	None	307	12064	4458	4733	1	1,300,3368,6111,2180,104,0
6	None	241	9924	7227	7714	1	1,234,2665,5027,1897,100,0
6	None	627	39050	5377	5503	1	1,620,9079,20078,8727,545,0
6	None	235	10360	3721	3958	1	1,228,2680,5249,2082,120,0
6	None	253	9928	7321	7816	1	1,246,2772,5055,1777,77,0
6	None	385	20518	14410	14947	1	1,378,5040,10518,4330,251,0
6	None	261	10956	1992	2117	1	1,254,2936,5557,2096,112,0
6	None	285	9758	1857	1993	1	1,278,2943,4943,1542,51,0
6	None	365	17122	12269	12835	1	1,358,4422,8724,3425,192,0
6	None	241	7866	6027	6533	1	1,234,2401,3964,1225,41,0
6	None	231	8056	6060	6563	1	1,224,2346,4058,1368,59,0
6	None	347	14864	3608	3799	1	1,340,4016,7580,2792,135,0
6	None	257	14620	65	68	1	1,250,3327,7367,3411,263,1
6	None	255	11464	8237	8714	1	1,248,2985,5839,2267,124,0
6	None	275	13890	9773	10262	1	1,268,3400,7061,2973,187,0
6	None	315	15366	5459	5716	1	1,308,3892,7857,3134,174,0
6	None	233	7648	5846	6347	1	1,226,2320,3850,1206,45,0
6	None	247	9804	7217	7698	1	1,240,2725,4991,1767,80,0
6	None	623	52446	17284	17579	1	1,616,10358,26459,13812,1196,4
6	None	319	11388	8591	9171	1	1,312,3339,5742,1913,81,0
